Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length
A0A803J9A7,A0A803J9A7_XENTR,unreviewed,Otolin 1,otol1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3061
A0A6I8Q0Y8,A0A6I8Q0Y8_XENTR,unreviewed,Tenascin C,tnc,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1738
A0A6I8T191,A0A6I8T191_XENTR,unreviewed,Otoconin 90,oc90,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),545
A0A6I8PPP7,A0A6I8PPP7_XENTR,unreviewed,Pulmonary surfactant-associated protein C,sftpc,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),176
F6T900,F6T900_XENTR,unreviewed,Methyltransferase-like 26,mettl26,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),545
A0A6I8QYY9,A0A6I8QYY9_XENTR,unreviewed,Prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy),psap,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),581
A0A803JSC7,A0A803JSC7_XENTR,unreviewed,Protein Wnt,wnt7a,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),343
A0A6I8SLF0,A0A6I8SLF0_XENTR,unreviewed,Inter-alpha-trypsin inhibitor heavy chain family member 6,itih6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1167
L7N2N3,L7N2N3_XENTR,unreviewed,"Collagen, type I, alpha 1",col1a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1449
A0A803JRZ1,A0A803JRZ1_XENTR,unreviewed,Netrin-1,LOC100493770,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),602
F6ZXD4,F6ZXD4_XENTR,unreviewed,"Mucin 2, oligomeric mucus/gel-forming",muc2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1029
A0A6I8RQ39,A0A6I8RQ39_XENTR,unreviewed,Complement C3,LOC100491968,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1654
F6X1Q9,F6X1Q9_XENTR,unreviewed,Interleukin-1,il1b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),286
A0A803KC26,A0A803KC26_XENTR,unreviewed,Complement C1q subcomponent subunit A,c1qa,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),238
B3DM32,B3DM32_XENTR,unreviewed,LOC100170597 protein (Fragment),LOC100170597,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),112
A0A6I8QAK5,A0A6I8QAK5_XENTR,unreviewed,Extracellular matrix protein 1,ecm1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),453
F7BXT5,F7BXT5_XENTR,unreviewed,Lipase member H,liph,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),460
F7E7S9,F7E7S9_XENTR,unreviewed,Platelet-derived growth factor receptor-like protein,pdgfrl,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),362
A0A803J4Z6,A0A803J4Z6_XENTR,unreviewed,Fibulin-1,fbln1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),675
A0A6I8RG05,A0A6I8RG05_XENTR,unreviewed,IlGF domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),61
Q28CE3,Q28CE3_XENTR,unreviewed,"Leucine-rich, glioma inactivated 1",lgi4 lgi1 TTpA006d11.1-001,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),578
A0A6I8RAP8,A0A6I8RAP8_XENTR,unreviewed,Hemicentin 2,hmcn2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4520
F7D1X6,F7D1X6_XENTR,unreviewed,Nodal homolog,nodal,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),398
A0A6I8RJM7,A0A6I8RJM7_XENTR,unreviewed,Latent-transforming growth factor beta-binding protein 1,ltbp1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1607
A0A1B8Y2W6,A0A1B8Y2W6_XENTR,unreviewed,Lipase domain-containing protein (Fragment),XENTR_v90027323mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),330
A0A6I8R8H8,A0A6I8R8H8_XENTR,unreviewed,Protein Wnt,wnt3a,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),354
A0A803JM85,A0A803JM85_XENTR,unreviewed,Leukemia inhibitory factor,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),195
A0A6I8QNX2,A0A6I8QNX2_XENTR,unreviewed,Nucleobindin-1,nucb1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),654
A0A803K5P0,A0A803K5P0_XENTR,unreviewed,Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4),timp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),220
F7B315,F7B315_XENTR,unreviewed,Collagen alpha-1(II) chain,col2a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1422
A0A803K1C6,A0A803K1C6_XENTR,unreviewed,Phospholipase A2 (EC 3.1.1.4),pla2g2d,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),147
A0A6I8RX27,A0A6I8RX27_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),408
A0A803KAP9,A0A803KAP9_XENTR,unreviewed,Alpha-2-macroglobulin-like 1,a2ml1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1478
A0A803J7N5,A0A803J7N5_XENTR,unreviewed,Mucin-5AC,LOC100495470,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),5449
F7AZ82,F7AZ82_XENTR,unreviewed,Trefoil factor 3 gene 8,tff3.8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),226
A0A6I8PVS6,A0A6I8PVS6_XENTR,unreviewed,Corticoliberin,LOC100485454,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),226
A0A803J931,A0A803J931_XENTR,unreviewed,Otogelin-like 2,otogl2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3364
A0A803KIA6,A0A803KIA6_XENTR,unreviewed,Fibroblast growth factor (FGF),fgf8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),211
A0A6I8R9G5,A0A6I8R9G5_XENTR,unreviewed,C1q and TNF related 9B,c1qtnf9b,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),241
F6TCY3,F6TCY3_XENTR,unreviewed,Alpha-2-macroglobulin,gpr37 a2m,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1493
A0A6I8RUP6,A0A6I8RUP6_XENTR,unreviewed,Protein FAM3C,fam3c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),225
A0A6I8PRI4,A0A6I8PRI4_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),649
A0A1B8Y258,A0A1B8Y258_XENTR,unreviewed,Inhibin alpha chain,XENTR_v90027606mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),395
A0A6I8QQM8,A0A6I8QQM8_XENTR,unreviewed,Dermatopontin,dpt,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),175
F6X7M7,F6X7M7_XENTR,unreviewed,Matrix metallopeptidase 14,usp19 mmp14,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),557
G0T3F6,G0T3F6_XENTR,unreviewed,Erythropoietin,epo Epo,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),183
Q28H42,Q28H42_XENTR,unreviewed,"Arginine-rich, mutated in early stage tumors (Fragment)",manf armet TEgg032c09.1-001,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),187
A0A6I8QAM9,A0A6I8QAM9_XENTR,unreviewed,Semaphorin 3F like,sema3fl,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),778
A0A6I8Q8D7,A0A6I8Q8D7_XENTR,unreviewed,Elastin microfibril interfacer 1,emilin1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1090
A0A6I8QED7,A0A6I8QED7_XENTR,unreviewed,Interleukin,il15,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),150
A0A7D9N0D8,A0A7D9N0D8_XENTR,unreviewed,Coagulation factor 12 (Hageman factor),f12,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),597
A0A6I8SH35,A0A6I8SH35_XENTR,unreviewed,EBF family member 4,ebf4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),743
A0A6I8SJX9,A0A6I8SJX9_XENTR,unreviewed,Matrix metalloproteinase-18,LOC100489735,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),434
F6WJN0,F6WJN0_XENTR,unreviewed,BCL2-associated athanogene 6,bag6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1086
F7BXU6,F7BXU6_XENTR,unreviewed,Matrix metallopeptidase 25,mmp25,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),545
A9JRI6,A9JRI6_XENTR,unreviewed,TK domain-containing protein,tac1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),113
A0A6I8QZI5,A0A6I8QZI5_XENTR,unreviewed,Beta-microseminoprotein,LOC101733634,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),113
F6VH26,F6VH26_XENTR,unreviewed,Phospholipase A2 group III,pla2g3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),370
A0A803K5L8,A0A803K5L8_XENTR,unreviewed,Bactericidal permeability-increasing protein,bpi.4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),481
A0A6I8Q9J2,A0A6I8Q9J2_XENTR,unreviewed,Complement C3,c3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1703
F6QTD2,F6QTD2_XENTR,unreviewed,Leucine-rich repeat LGI family member 2,lgi2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),514
A0A6I8S677,A0A6I8S677_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),408
A0A803JDV7,A0A803JDV7_XENTR,unreviewed,Complement C3,LOC100491968,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1656
A0A6I8R4M5,A0A6I8R4M5_XENTR,unreviewed,"Collagen, type V, alpha 3",col5a3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1783
A0A6I8SQU0,A0A6I8SQU0_XENTR,unreviewed,"Collagen, type V, alpha 1",col5a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1865
A0A803JZD4,A0A803JZD4_XENTR,unreviewed,Triacylglycerol lipase (EC 3.1.1.3) (Pancreatic lipase),LOC100488279,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),368
F7AZ72,F7AZ72_XENTR,unreviewed,Adenylate cyclase activating polypeptide 1 (pituitary),adcyap1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),226
A0A6I8QYB4,A0A6I8QYB4_XENTR,unreviewed,Hemagglutinin/amebocyte aggregation factor,LOC100497148,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),179
A0A1B8XZ10,A0A1B8XZ10_XENTR,unreviewed,Uncharacterized protein (Fragment),XENTR_v90029032mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),221
A0A6I8QS92,A0A6I8QS92_XENTR,unreviewed,FAM3 metabolism regulating signaling molecule D,fam3d,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),227
A0A7D9NM75,A0A7D9NM75_XENTR,unreviewed,Albumin domain-containing protein,XENTR_v90029251mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),183
F6R510,F6R510_XENTR,unreviewed,Olfactomedin 1,olfm1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),572
B1WBG5,B1WBG5_XENTR,unreviewed,Apoa5 protein,apoa5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),343
A0A803J5E0,A0A803J5E0_XENTR,unreviewed,Bactericidal permeability-increasing protein,bpi,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),467
A0A1B8Y0K3,A0A1B8Y0K3_XENTR,unreviewed,Uncharacterized protein (Fragment),XENTR_v900282691mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),273
A0A6I8STD2,A0A6I8STD2_XENTR,unreviewed,Mucin-5AC,LOC100495470,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4522
A0A803JDI6,A0A803JDI6_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1429
F6VPI2,F6VPI2_XENTR,unreviewed,Casein kinase 1 alpha 1,il17b csnk1a1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),203
A0A803K960,A0A803K960_XENTR,unreviewed,Pregnancy-zone protein,pzp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1467
A0A803JL10,A0A803JL10_XENTR,unreviewed,Interleukin 15,il15,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),145
A0A6I8SQK1,A0A6I8SQK1_XENTR,unreviewed,Insulin like 5,insl5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),137
Q6DEX1,Q6DEX1_XENTR,unreviewed,Complement component 6,c6.2 c6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),934
A0A803J682,A0A803J682_XENTR,unreviewed,Fibulin-1,fbln1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),636
A0A6I8QWM6,A0A6I8QWM6_XENTR,unreviewed,ADAM metallopeptidase with thrombospondin type 1 motif 10,adamts10,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1105
F6ZRF9,F6ZRF9_XENTR,unreviewed,Interleukin 17C,il17c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),198
A0A803JK50,A0A803JK50_XENTR,unreviewed,Bone morphogenetic protein 8 (osteogenic protein 2),bmp8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),425
A0A803JNJ5,A0A803JNJ5_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),808
A0A6I8R3Z4,A0A6I8R3Z4_XENTR,unreviewed,Complement C3,c3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1538
Q32XH2,Q32XH2_XENTR,unreviewed,Noggin,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),218
A0A6I8RND2,A0A6I8RND2_XENTR,unreviewed,Matrix metalloproteinase-18,mmp8,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),478
A0A6I8QC71,A0A6I8QC71_XENTR,unreviewed,Endothelin-2 (Preproendothelin-2),edn2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),166
A0A803K1S4,A0A803K1S4_XENTR,unreviewed,Pentaxin (Pentraxin),apcs,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),247
A0A6I8QCK0,A0A6I8QCK0_XENTR,unreviewed,Nidogen 2,nid2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1510
A0A803JPM9,A0A803JPM9_XENTR,unreviewed,Natriuretic peptide B,nppb,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),142
A0A6I8PRT4,A0A6I8PRT4_XENTR,unreviewed,Liver-expressed antimicrobial peptide 2,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),76
A0A6I8PQY9,A0A6I8PQY9_XENTR,unreviewed,Complement C3,LOC100491968,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1653
A0A803K251,A0A803K251_XENTR,unreviewed,Beta-neoendorphin-dynorphin (Preprodynorphin) (Proenkephalin-B),pdyn,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),232
F7CE29,F7CE29_XENTR,unreviewed,Gastrin-releasing peptide,grp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),152
A0A803KL77,A0A803KL77_XENTR,unreviewed,Tubulin beta chain,tubb,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),881
A0A803KFR7,A0A803KFR7_XENTR,unreviewed,Epididymal secretory protein E1 (NPC intracellular cholesterol transporter 2),npc2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),183
A0A6I8RA11,A0A6I8RA11_XENTR,unreviewed,Glucose-6-phosphate isomerase (EC 5.3.1.9),gpi,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),538
A0A803JTX7,A0A803JTX7_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1424
A0A1B8Y0V2,A0A1B8Y0V2_XENTR,unreviewed,Protein Wnt,XENTR_v90028160mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),255
A0A803JHS5,A0A803JHS5_XENTR,unreviewed,Alpha-synuclein,snca,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),157
A0A803JN12,A0A803JN12_XENTR,unreviewed,Provisional ortholog of Fc fragment of IgG-binding protein,XB5897453 [provisional:fcgbp],Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2513
F7C6K3,F7C6K3_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1424
Q5M8X3,Q5M8X3_XENTR,unreviewed,Pentaxin (Pentraxin),XB5742360 LOC496665 XB5742360 [provisional:apcs],Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),228
A0A6I8RDJ4,A0A6I8RDJ4_XENTR,unreviewed,Procollagen C-endopeptidase enhancer 2,pcolce2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),416
F7CCB5,F7CCB5_XENTR,unreviewed,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain-containing 2",cep152 wfikkn2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),559
A0A6I8RF59,A0A6I8RF59_XENTR,unreviewed,Thrombopoietin,thpo,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),177
A0A6I8T1A4,A0A6I8T1A4_XENTR,unreviewed,Protein NDNF,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),428
F6YQE5,F6YQE5_XENTR,unreviewed,ADAM metallopeptidase with thrombospondin type 1 motif 6,adamts6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1127
A0A6I8QQD0,A0A6I8QQD0_XENTR,unreviewed,Matrix metalloproteinase-18,LOC100489735,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),442
A0A6I8SW72,A0A6I8SW72_XENTR,unreviewed,ZnMc domain-containing protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),252
F6UAL3,F6UAL3_XENTR,unreviewed,Matrix metallopeptidase 13,mmp13,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),303
A0A803JCG0,A0A803JCG0_XENTR,unreviewed,ADAMTS-like 3,adamtsl3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1751
F7AQT4,F7AQT4_XENTR,unreviewed,Semaphorin-3C,sema3c,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),748
A0A6I8SNZ3,A0A6I8SNZ3_XENTR,unreviewed,Apolipoprotein A5,apoa5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),395
A0A6I8PUJ5,A0A6I8PUJ5_XENTR,unreviewed,Follistati-like 5,fstl5,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),842
A0A6I8T060,A0A6I8T060_XENTR,unreviewed,Carboxypeptidase Q (Plasma glutamate carboxypeptidase),cpq,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),469
A0A6I8S440,A0A6I8S440_XENTR,unreviewed,TUB like protein 3,tulp3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),497
A0A6I8RHF3,A0A6I8RHF3_XENTR,unreviewed,Ectonucleotide pyrophosphatase/phosphodiesterase 3,enpp3,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),863
A0A803J831,A0A803J831_XENTR,unreviewed,Hemagglutinin/amebocyte aggregation factor,LOC100497148,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),180
A0A6I8S4W9,A0A6I8S4W9_XENTR,unreviewed,Bactericidal permeability-increasing protein,bpi.4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),476
A0A803K207,A0A803K207_XENTR,unreviewed,Provisional ortholog of ADAMTS like 5,XB995277,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),488
A0A6I8R3C4,A0A6I8R3C4_XENTR,unreviewed,Protein Wnt,LOC493495,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),353
F6TCT8,F6TCT8_XENTR,unreviewed,Alpha-2-macroglobulin,a2m,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1457
F7BX03,F7BX03_XENTR,unreviewed,Carbonic anhydrase (EC 4.2.1.1),ca6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),505
A0A803J8X7,A0A803J8X7_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),489
A0A6I8QCW2,A0A6I8QCW2_XENTR,unreviewed,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing 1",svep1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3695
A0A6I8Q9Q7,A0A6I8Q9Q7_XENTR,unreviewed,Laminin subunit gamma 2,lamc2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1172
F6T183,F6T183_XENTR,unreviewed,Otolin 1,otol1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),474
F6REA3,F6REA3_XENTR,unreviewed,"Collagen, type IV, alpha 6",col4a6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1688
A0A7D9N0P1,A0A7D9N0P1_XENTR,unreviewed,Alpha-synuclein,snca,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),140
A0A6I8RLE9,A0A6I8RLE9_XENTR,unreviewed,von Willebrand factor C and EGF domains,vwce,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1374
A0A1B8XY25,A0A1B8XY25_XENTR,unreviewed,Triacylglycerol lipase (EC 3.1.1.3) (Pancreatic lipase),XENTR_v90029723mg,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),340
A0A6I8RHZ4,A0A6I8RHZ4_XENTR,unreviewed,Complement factor B (EC 3.4.21.47),cfb,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),695
A0A803JT09,A0A803JT09_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),98
A0A803KAF9,A0A803KAF9_XENTR,unreviewed,Clusterin,clu,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),460
A0A803K874,A0A803K874_XENTR,unreviewed,Uncharacterized protein,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3540
A0A803JB33,A0A803JB33_XENTR,unreviewed,Cellular communication network factor 2,ccn2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),326
A0A6I8QY26,A0A6I8QY26_XENTR,unreviewed,Liver-expressed antimicrobial peptide 2,,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),80
A0A803KGD8,A0A803KGD8_XENTR,unreviewed,Netrin-1,ntn1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),552
F6PUL7,F6PUL7_XENTR,unreviewed,MBL associated serine protease 1,masp1,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),698
F6X6T9,F6X6T9_XENTR,unreviewed,Latent-transforming growth factor beta-binding protein 4,ltbp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1573
A0A803KFA9,A0A803KFA9_XENTR,unreviewed,Bone morphogenetic protein 4,bmp4,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),411
A0A6I8PTG0,A0A6I8PTG0_XENTR,unreviewed,Kielin/chordin-like protein,kcp,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2331
A0A803K592,A0A803K592_XENTR,unreviewed,Protein Wnt,wnt6,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),321
